dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Jan 27, 2016",Former Employee - Senior Software Development Engineer,A great place to work which makes you say ,excellent pay (salary bonus stocks) a lot of tech knowledge in the company. a great opportunity for learning. nadella has done a great job taking down ms's walls to open source. redmond is the center of ms's universe. a big pyramid full of mid level management. impossible to follow agile and scrum. quite a few people stuck to obsolete corporate mentality. a lot of bureaucracy.,5,4,3,5,5,2
" May 29, 2013",Current Employee - Technical Recruiter,Not the best company to work for,not mentioned,3,1,2,1,4,3
" Feb 10, 2011",Current Employee - Software Engineer II,Great benefits but uninspiring work and really confused management.,"excellent benefits healthcare support is excellent, i have gotten so many expensive procedures and tests done from the best doctors and not had to pay a single penny. also great for families for this very reason although most benefits will erode by 2013 broad portfolio of products if you get bored of working on office products, you can work on xbox or search (bing) or developer tools (visual studio). microsoft makes everything! good support staff and facilities shuttle bus services, prime card discounts etc. etc. good innovative work in very select groups. just pray you get into one of them and never get re orged out.. re orgs i have been in this company or almost 3 years and switched teams twice and barely got to write any code, why? because the group cannot decide its org structure so it keeps re orging and the developers as a result never get to really work on",2,4.5,none,2.5,2.5,1
" Apr 10, 2017",Former Employee - Sourcing Recruiter,Nice Journey - Prague,not mentioned,4,5,3,4,4,2
" Jan 25, 2016",Former Employee - Picker,Pick and Stow Associate,"i worked as both a stow and pick associate at an amazon fulfillment center for a combined total of about a year, six months in each position. here are some generalized pros up and moving about. simple work flexible scheduling paid time off overtime great benefits good option for students looking to work while in school (at least for me it was). repetitive/monotonous work simple work, yes, but can be physically taxing for 40 or 50 and rarely 60 hours a week loud environment little to no upward mobility",3,3,3,3,4,4
" Jun 20, 2018",Current Employee - Anonymous Employee,PM,Intressing topics ACCS to information and data. Important reporting little influence on the leading roadmaps by the Quips in the US,4,none,none,none,none,none
" Dec 10, 2014",Current Employee - Anonymous Employee,Apple Retail is an entirely separate entity,not mentioned,1,1,1,1,2,1
" May 9, 2015",Former Employee - M AC Specialist,Excellant people FUN atmosphere,not mentioned,5,3,5,5,5,5
" Jul 21, 2016",Former Employee - Anonymous Employee,Amazing Training,not mentioned,5,4,5,3,4,4
" Dec 18, 2011",Current Employee - Anonymous Employee,"Apple is a great school for customer service but if you have alot of ambitions, be prepared to do a little politics",not mentioned,3,2.5,none,1.5,4.5,3
" Jul 2, 2017",Former Employee - Sales Specialist,"Great company, great products, and even better people",not mentioned,5,4,5,3,5,3
" Jun 26, 2016",Current Employee - Apple Retail - Expert,It's ok.,not mentioned,3,3,5,3,3,3
" Dec 11, 2013",Current Employee - Network Engineer,"Amazing company to work for, even more so if you know politics","fantastic growth potential. amzn is doing things that no other company is doing. great relocation package if you're willing to move to seattle. stock compensation is fantastic. gives you the warm and fuzzies to have been part of a company that s. review process is long, tedious and somewhat painful. not a lot of perks (""frugality"" is a core value, which translates to little to no perks. the company discount was a joke and you basically had to buy all your own swag). not enough to work really",5,3,5,5,3,3
" Sep 5, 2008",Current Employee - Anonymous Employee,no comment,not mentioned,3,3.5,none,3.5,3.5,2
" Aug 2, 2010",Current Employee - Software Development Engineer In Test (SDET) II,Mixed bag,not mentioned,3,4,none,3,4.5,2
" Apr 14, 2011",Current Employee - Software Development Engineer ||,Great place to work - but trending downwards,"main product teams (windows/office/sql server) have incredibility smart people excellent benefits great campus flexible hours. review system is not perfect senior folks are sometimes impractical and this leads to less agile development (when compared to other companies like amazon, google and facebook).",4,3,none,4,4,3
" Oct 12, 2012",Current Employee - Senior Development Lead,Senior Development Lead,not mentioned,2,3,2,3,4,1
" Sep 2, 2011",Current Employee - Marketing Manager,Can be a great place depending on your team,not mentioned,4,4.5,none,3.5,3.5,3.5
" Jun 10, 2013",Former Employee - Account Strategist,"Fascinating Company, but Getting Larger Every Day","great talent fast paced wonderful culture of innovation i have met wonderful people at this company who truly inspire. they are smart, efficient, and almost everyone goes the extra mile. it's a company that values kindness as well (don't be evil!) . rigid promotion cycle visibility is very hard in such a large company the promotion cycle is very rigid, which isn't well aligned with the type of talent the company recruits (young go getters who work hard but expect to see a correlation between eff",4,3,4,2,5,5
" Jul 18, 2018",Current Employee - Anonymous Employee,One of the bets corporations to work for in Romania,"a lot of actually decent and understanding managers ( there's always a few outliers but most are pretty good ) a decent salary considering the cost of living a good chance to talk with a lot of talented people. ro site manager feels like he's cutting as much as he can from benefits to help the bottom line upper management totally oblivious about employee struggles and keep spouting the ""we are nr 1"" slogan hr is a total and complete mess depending on the",5,2,4,5,3,1
" Feb 6, 2018",Former Employee - Vendor Manager,Vendor Manager,not mentioned,2,1,1,3,1,1
" Sep 1, 2018",Former Employee - Transportation Operations Specialist,It was a fun company to work for. Managers were cool.,not mentioned,5,5,5,4,5,4
" Oct 6, 2017",Former Employee - Family Room Specialist,Apple Inc,"Sports premium 400 euro (advantage for sportsmen and keep a good shape) 300 euro clothing bonus (rare according to employers) combination of training in TRS varis (2 week/Anne) areas of fairly frightful evolution. salary remains minimal when you start. The system is very indirect to get an opinion or feedback. Not suitable for too trani mentality (system which erases the Hirarchy TRS Amricain, it is not an advantage or an unknown",4,4,5,3,3,4
" Mar 18, 2017",Current Employee - Senior Software Engineer,Review,not mentioned,5,5,5,5,4,4
" Nov 7, 2014",Current Employee - Corporate Function,Very hard work but valuable learning experience,not mentioned,4,3,3,4,3,3
" Jul 18, 2014",Former Employee - Solution Specialist,"Good company with an evolving culture, some negatives, but mostly a memorable stay",not mentioned,4,4,4,3,5,2
" Jan 23, 2017",Former Employee - Program Manager,It is too random,free soda healthcare isn't the worse in the industry pay is ok in the industry. satya has lost his mind and really thinks that it is something that doesn't need to exist company is killing itself to make azure work and it is failing it department cost tripled trying to move everything to azure not including people it departme,2,3,4,2,4,2
